,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
0,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
1015,Odin,TOP,4,50%,1.4,1.8,4.3,4.3,7.7,382,22.3,372,0.80,0.40,0.07,0.16,162,0,-365,50%,0%,0,1
1016,Odoamne,TOP,51,51%,2.5,2.3,2.8,4.9,7.7,372,24.1,428,0.96,0.45,0.17,0.17,-88,-3,-176,13.7%,17.6%,1,10
1017,Ogierhaq,JUNGLE,15,20%,2.3,2.7,3.8,6,4.4,308,17.7,296,1.28,0.41,0.32,0.29,-295,-13,-203,33.3%,6.7%,0,-
1018,Olleh,SUPPORT,48,56.3%,2.8,1.1,2.9,7.1,1.7,267,9.8,182,2.45,1.47,0.31,0.44,83,1,54,35.4%,8.3%,0,2
1019,OnFleek,JUNGLE,98,58.2%,3.2,2.1,2.2,5.1,5.5,335,13.4,230,2.06,0.71,0.63,0.36,8,4,2,34.7%,9.2%,0,16
1020,Once,JUNGLE,42,47.6%,2.8,2.2,2.7,5.5,5.4,331,17.2,304,1.72,0.60,0.45,0.22,85,4,-18,42.9%,4.8%,0,8
1021,Only,JUNGLE,48,70.8%,3.8,2.4,2.4,6.9,5.3,343,13.7,259,1.39,0.52,0.30,0.29,144,5,116,33.3%,4.2%,0,8
1022,Only Angel,TOP,16,56.3%,2.3,2.9,3.9,6.3,7.3,376,18.6,414,1.04,0.52,0.13,0.21,-179,-2,-50,31.3%,12.5%,0,6
1023,Only35,SUPPORT,13,46.2%,3.8,1.5,3.3,11.1,1.2,248,10.3,193,2.48,1.53,0.38,0.42,-324,-1,-449,38.5%,7.7%,0,1
1024,Optimas,ADC,27,70.4%,4.5,4.5,2.2,5.4,8.6,435,27.4,580,0.99,0.39,0.19,0.17,364,4,181,25.9%,7.4%,1,-
1025,Optimus,MID,86,57%,3.4,3.1,2.7,6.1,8.5,402,26.5,498,1.25,0.52,0.27,0.18,-119,-6,-218,27.9%,7%,0,19
1026,Oran,MID,15,33.3%,1.6,2.7,3.6,3.3,7.2,357,20.7,341,0.78,0.35,0.12,0.17,-773,-14,-280,20%,20%,0,3
1027,Oromë,TOP,50,58%,3.9,3.2,2.1,5.1,8,390,22.6,435,0.94,0.41,0.18,0.17,97,2,230,4%,8%,0,12
1028,Oscarinin,TOP,1,0%,3.3,6,4,7,8.5,422,37.4,777,1.31,0.46,0.31,0.15,7,-1,171,0%,0%,0,-
1029,Otto,MID,2,0%,0.8,0,4,3,6.7,292,15.9,238,-,0.44,0.11,0.21,-,-,-,-,-,0,-
1030,Outlandisch,JUNGLE,8,25%,1.9,1.4,3.9,6,4.8,297,10.9,217,1.15,0.34,0.24,0.29,-450,0,-201,12.5%,12.5%,0,-
1031,Ovcak,SUPPORT,10,20%,1.7,1,3.4,4.7,2,241,8.9,144,1.87,1.08,0.28,0.37,-181,11,-4,10%,0%,0,-
1032,Own3r,JUNGLE,40,82.5%,5.6,4.1,2,7.1,5.2,369,14.5,294,1.52,0.48,0.32,0.32,506,-1,123,47.5%,10%,0,16
1033,PANKY,TOP,16,43.8%,2.4,1.6,2.8,5.3,7.5,357,19.0,352,0.96,0.41,0.18,0.11,-137,2,58,43.8%,12.5%,0,1
1034,PFI,JUNGLE,8,12.5%,1.6,1,3,3.8,4.3,280,14.8,169,1.40,0.59,0.34,0.27,-870,-28,-812,25%,12.5%,0,-
1035,PaSa,SUPPORT,33,21.2%,1.6,1,4.1,5.6,1.7,250,8.7,153,2.24,1.43,0.25,0.41,-268,-1,-244,24.2%,21.2%,0,1
1036,Pabu,TOP,42,40.5%,2.3,2.7,2.9,4,8.1,385,22.9,388,0.99,0.47,0.18,0.15,-58,-0,-134,19%,14.3%,0,14
1037,Pain,MID,18,27.8%,2.4,3.2,3.9,6.1,7.7,389,26.6,545,1.02,0.36,0.27,0.13,52,10,-31,27.8%,5.6%,0,7
1038,PainN,MID,17,76.5%,4.2,6,2.8,5.7,7.7,418,27.6,546,1.03,0.54,0.15,0.28,423,9,333,11.8%,0%,0,19
1039,Pake,MID,24,25%,2.3,3,2.9,3.8,8.6,384,27.8,481,1.13,0.62,0.27,0.31,-335,-3,-280,12.5%,4.2%,0,8
1040,Palafox,MID,44,56.8%,3.4,3.7,2.5,4.8,8.6,411,25.7,508,1.10,0.50,0.20,0.24,333,3,170,25%,11.4%,0,20
1041,Palens,TOP,2,0%,0.9,1,5,3.5,4.9,259,19.0,259,0.98,0.45,0.10,0.22,-1146,-44,-997,50%,50%,0,-
1042,Palette,SUPPORT,107,56.1%,3.5,1.1,3,9.3,1.7,267,9.9,180,2.52,1.52,0.39,0.53,333,5,202,27.1%,5.6%,0,4
1043,Pancake,ADC,3,66.7%,3.3,1.3,2.3,6.3,7.4,363,17.2,371,1.15,0.54,0.35,0.24,-1182,-14,-234,0%,33.3%,0,-
1044,Panda,JUNGLE,53,43.4%,2.1,1.5,4.2,7.2,4.7,306,12.9,234,1.59,0.60,0.39,0.30,-75,-1,77,47.2%,22.6%,0,6
1045,PapaChau,SUPPORT,18,16.7%,1.7,0.5,3.9,6.1,1.8,265,8.9,150,2.33,1.42,0.25,0.42,-98,2,-58,5.6%,22.2%,0,-
1046,Papaya,SUPPORT,12,33.3%,3,0.6,2.8,7.9,1.4,244,8.6,163,2.46,1.70,0.33,0.57,45,-2,148,8.3%,0%,0,-
1047,Papaya,MID,1,0%,1.6,6,7,5,7.3,406,20.4,476,0.59,0.33,0.07,0.00,-1198,-14,-1251,0%,0%,0,1
1048,Papryze,TOP,42,14.3%,1,1.8,4,2.3,7.4,345,23.4,348,1.12,0.58,0.19,0.26,-678,-11,-397,11.9%,21.4%,0,9
1049,Parang,TOP,54,66.7%,3.4,3.4,2.4,4.6,8.5,414,26.9,510,1.03,0.45,0.17,0.12,649,10,369,27.8%,7.4%,0,18
1050,Paranoia,MID,14,42.9%,3.1,3.2,2.5,4.5,7.8,375,25.8,469,1.17,0.45,0.22,0.17,129,-5,-164,28.6%,0%,0,8
1051,ParisGRE,MID,3,33.3%,3.8,4.7,2.7,5.3,7.3,388,22.3,402,0.81,0.35,0.11,0.13,-280,-27,-366,0%,0%,0,3
1052,Patoš,MID,4,0%,2.3,2.8,2.5,3,8,358,28.2,437,0.76,0.43,0.14,0.22,-1092,-25,-779,0%,0%,0,-
1053,Patrik,ADC,55,49.1%,3.9,3.3,2,4.5,9.1,430,29.3,499,1.26,0.47,0.31,0.22,-74,-1,-151,27.3%,7.3%,0,8
1054,Paulcannon,SUPPORT,14,14.3%,2.1,1.1,3.4,6.1,1.4,251,8.8,153,1.81,1.09,0.19,0.27,-103,2,173,21.4%,7.1%,0,1
1055,PawN,MID,44,65.9%,4.7,3,1.7,5.1,8.7,406,22.2,404,1.28,0.58,0.31,0.34,74,-8,10,18.2%,13.6%,0,11
1056,Paz,TOP,51,51%,3.4,2.3,2.1,5,8,386,25.4,445,0.94,0.47,0.14,0.14,82,-1,-38,23.5%,17.6%,0,11
1057,Pbd,SUPPORT,30,33.3%,2.6,0.5,2.7,6.5,1.1,239,8.6,142,2.02,1.35,0.24,0.41,-31,-2,-1,26.7%,10%,0,-
1058,Peanut,JUNGLE,94,46.8%,3.1,1.3,2,4.8,5.2,311,10.7,167,1.96,0.78,0.56,0.34,-8,-2,36,38.3%,7.4%,0,2
1059,Penguin,JUNGLE,24,41.7%,2.9,1.9,3,7,4.6,306,12.7,205,-,0.46,0.25,0.31,-,-,-,0%,0%,0,-
1060,Perkz,SUPPORT,1,100%,7.5,2,4,28,0.9,396,10.7,485,2.26,0.78,0.41,0.26,970,79,1977,0%,0%,0,-
1061,Perkz,ADC,91,69.2%,4.6,4.3,2.2,5.6,9.7,464,26.1,521,1.13,0.40,0.31,0.12,359,9,479,29.7%,7.7%,0,8
1062,PetLand,MID,10,60%,2.7,2.4,2.2,3.6,9.8,425,25.7,407,0.98,0.41,0.18,0.10,74,4,316,30%,0%,0,2
1063,PewPewSоlari,MID,3,0%,0.7,2.7,6,1.3,5.4,321,26.7,447,0.48,0.35,0.00,0.17,-1842,-43,-1239,0%,33.3%,0,-
1064,Phantomles,MID,34,35.3%,3.2,2.5,2.6,5.8,7.7,363,25.3,468,0.87,0.38,0.16,0.19,-252,1,-36,23.5%,2.9%,0,9
1065,Phlaty,MID,39,66.7%,3.6,3.6,2.7,6.2,8.6,415,28.5,553,1.01,0.43,0.20,0.20,458,8,162,23.1%,17.9%,0,13
1066,Phrenic,JUNGLE,17,70.6%,4.5,1.9,2.3,8.4,5.3,337,11.8,244,1.84,0.70,0.39,0.32,174,8,133,23.5%,17.6%,0,2
1067,PiOk,ADC,24,75%,4.2,3.5,2,4.7,9,428,22.7,407,1.03,0.38,0.22,0.17,256,3,89,37.5%,0%,0,-
1068,Piglet,MID,2,0%,0.8,2,4,1,8.3,350,33.7,511,0.92,0.32,0.19,0.20,-390,-12,-288,0%,0%,0,1
1069,Piglet,ADC,16,31.3%,3.3,2.9,2.4,4.9,9.2,410,30.0,542,1.13,0.39,0.32,0.11,-55,-4,162,31.3%,0%,0,1
1070,Pilot,ADC,60,71.7%,6.1,4.2,1.6,5.8,9.8,451,28.2,525,1.33,0.42,0.27,0.14,107,10,98,26.7%,8.3%,1,4
1071,Pilter,ADC,17,5.9%,1.5,1.4,2.6,2.4,8.8,369,23.7,354,0.92,0.41,0.19,0.16,-1138,-17,-661,11.8%,11.8%,0,1
1072,Pirean,MID,35,40%,2.4,1.6,2.9,5.3,8.4,370,25.5,431,1.12,0.46,0.30,0.20,-433,-7,-286,22.9%,11.4%,0,2
1073,Pk,TOP,75,45.3%,2.3,1.9,2.8,4.6,7.6,360,22.8,371,1.01,0.49,0.17,0.18,-289,-6,-100,10.7%,13.3%,0,17
1074,Plasma,SUPPORT,40,82.5%,6.5,1.3,1.7,10,1,289,14.0,285,2.21,1.12,0.30,0.35,485,-4,620,27.5%,10%,0,-
1075,Plex,MID,31,48.4%,3.9,3.2,2.2,5.5,8.3,392,21.9,398,-,0.28,0.20,0.13,-,-,-,0%,0%,0,-
1076,Plox,ADC,3,0%,1.2,2,4.3,3.3,8.6,374,15.5,276,0.94,0.42,0.20,0.21,-101,-4,-52,0%,33.3%,0,1
1077,Plugo,MID,54,66.7%,3.3,2.9,2.2,4.3,8,375,24.9,462,1.14,0.50,0.21,0.22,-30,-3,-30,13%,7.4%,1,26
1078,PoP,SUPPORT,36,72.2%,6.8,1,1.5,9.2,1.6,274,9.8,189,2.41,1.27,0.35,0.38,474,1,204,27.8%,5.6%,0,-
1079,Pobelter,MID,49,38.8%,3,2.3,2.2,4.4,8.9,389,28.7,437,1.15,0.49,0.29,0.23,-29,-1,-137,20.4%,10.2%,0,9
1080,Polarnattz,TOP,15,6.7%,0.7,2,5.8,2.2,6.9,332,22.0,362,0.78,0.43,0.09,0.17,-1585,-14,-1122,0%,20%,0,3
1081,Police,ADC,61,39.3%,3.8,3.3,2.1,4.6,9.7,431,24.5,432,1.27,0.45,0.39,0.15,-320,-9,-266,26.2%,1.6%,2,5
1082,Poss,TOP,74,52.7%,2.9,2,2.4,5,7.8,371,19.3,358,-,0.47,0.17,0.24,-,-,-,0%,0%,0,-
1083,Pot,JUNGLE,26,26.9%,2.2,1.8,3.3,5.6,4.3,294,13.3,227,1.67,0.68,0.41,0.39,-453,-11,-552,23.1%,15.4%,0,3
1084,Pot,MID,23,56.5%,4.1,3.3,2.1,5.5,8.1,386,25.6,468,1.22,0.58,0.20,0.28,-22,-2,114,13%,4.3%,0,7
1085,Potatismjol,TOP,14,14.3%,1.3,2.1,4.4,3.7,7.3,341,23.4,370,0.77,0.37,0.10,0.07,-552,-13,-515,21.4%,14.3%,0,3
1086,Potato,SUPPORT,19,21.1%,1.5,0.8,5.2,7.1,1.1,237,12.1,249,2.11,1.10,0.30,0.37,-368,0,-64,21.1%,15.8%,0,-
1087,Potter,TOP,2,0%,2.3,2,4,7,7.4,366,24.4,584,0.95,0.42,0.12,0.18,-722,0,-12,50%,0%,0,-
1088,PowerOfEvil,MID,53,50.9%,3.7,3,1.9,4.2,9.1,405,30.0,508,1.07,0.49,0.23,0.19,-54,-1,93,28.3%,7.5%,0,18
1089,PraY,ADC,44,36.4%,2.7,2.3,2.2,3.6,9.6,419,26.1,393,1.28,0.49,0.41,0.16,-222,-2,69,25%,2.3%,0,3
1090,Practice,ADC,1,100%,2.3,3,6,11,7.7,372,16.2,457,0.92,0.45,0.25,0.25,-2100,-6,-608,0%,100%,0,-
1091,Praedyth,ADC,42,14.3%,2.6,2.6,2.4,3.5,9.3,411,30.0,451,1.05,0.42,0.23,0.18,-231,-2,-96,14.3%,11.9%,0,11
1092,Praelus,JUNGLE,42,40.5%,2.5,2,3.1,5.9,4.3,305,12.9,215,1.53,0.59,0.36,0.36,-246,-9,-276,45.2%,9.5%,0,2
1093,Praevius,JUNGLE,1,0%,1.3,0,3,4,5.6,306,11.6,169,1.04,0.27,0.27,0.35,-261,9,115,100%,0%,0,-
1094,Prelude,SUPPORT,1,0%,1.4,2,5,5,0.5,215,12.2,194,1.74,0.92,0.41,0.22,-468,-2,-211,0%,0%,0,-
1095,PrettyGRE,MID,54,61.1%,5.1,3.2,1.7,5.4,8.4,394,26.6,489,1.12,0.45,0.26,0.20,22,2,52,27.8%,7.4%,0,14
1096,Pride,JUNGLE,20,60%,5.9,4.6,2.1,7.4,6,389,19.5,423,1.35,0.33,0.37,0.27,495,12,580,50%,0%,0,3
1097,Prime,SUPPORT,48,54.2%,3.1,0.9,2.9,8,1.3,256,8.6,149,2.14,1.23,0.24,0.42,-37,2,3,27.1%,16.7%,0,-
1098,Priskornet,MID,8,50%,3.8,2.6,2.3,5.9,9,412,25.9,500,0.97,0.40,0.31,0.21,520,3,264,50%,12.5%,0,1
1099,Prismal,ADC,53,62.3%,4.1,4.4,2.5,6,8.9,424,27.2,575,1.06,0.42,0.26,0.23,-553,-9,-112,15.1%,13.2%,1,6
1100,Professor,SUPPORT,8,25%,2.6,0.1,3,7.8,1.7,242,7.7,134,2.72,1.70,0.35,0.53,193,4,253,12.5%,0%,0,-
1101,Profit,TOP,30,30%,2.8,2.1,2.3,4.5,7.8,366,22.2,349,0.92,0.43,0.14,0.12,-98,-1,-16,30%,6.7%,0,6
1102,Proker,MID,5,40%,4.9,4.2,1.4,2.6,9.5,434,31.0,457,0.79,0.26,0.18,0.05,418,7,378,0%,20%,0,5
1103,Promisq,SUPPORT,2,0%,2.1,1,4,7.5,1.4,241,5.4,101,2.67,1.78,0.48,0.61,-916,-3,-828,50%,0%,0,-
1104,Prosfair,SUPPORT,21,71.4%,4.8,1.5,2.1,8.8,1.3,267,8.2,160,2.23,1.31,0.26,0.38,72,0,-93,52.4%,19%,0,1
1105,Proud,SUPPORT,7,28.6%,4.2,0.4,1.9,7.3,1,243,6.7,111,2.55,1.82,0.46,0.56,-739,-11,-509,14.3%,0%,0,-
1106,Psychoferret,JUNGLE,8,50%,3.9,3.6,3.5,9.9,4.6,333,17.7,324,1.94,0.84,0.49,0.41,261,-2,287,50%,37.5%,0,1
1107,Puff,ADC,78,29.5%,3.3,3.2,2.2,4,10.1,440,31.2,536,-,0.36,0.44,0.09,-,-,-,0%,0%,0,-
1108,Puki Style,MID,3,66.7%,5,4,1.7,4.3,8.4,404,25.6,449,0.96,0.46,0.16,0.19,257,-5,167,66.7%,0%,0,5
1109,Puki Style,TOP,1,100%,12,8,1,4,9.4,529,33.4,597,1.56,0.45,0.33,0.16,1663,14,537,100%,0%,0,-
1110,Puki Style,ADC,79,59.5%,4.5,3.9,1.8,4.5,9.4,441,29.9,555,1.21,0.41,0.30,0.14,352,6,246,26.6%,3.8%,0,15
1111,Punch,JUNGLE,15,60%,4,1.7,1.9,6.1,5.2,325,10.7,177,2.20,1.09,0.52,0.43,112,10,230,40%,20%,0,1
1112,PuppyK,MID,1,0%,1.4,3,10,11,6.8,356,24.6,741,1.04,0.64,0.12,0.29,-85,-13,-617,0%,0%,0,-
1113,Pure,SUPPORT,6,33.3%,2.5,0.7,2.3,5.2,1.6,236,10.1,156,2.51,1.39,0.36,0.47,27,-8,-185,16.7%,0%,0,-
1114,PvPStejos,TOP,38,71.1%,3.1,4.2,2.9,5,7.5,407,28.5,578,0.96,0.40,0.16,0.11,487,10,283,18.4%,23.7%,0,29
1115,Pyl,SUPPORT,40,40%,2.6,0.6,3,7.3,1.7,261,8.0,157,-,1.42,0.31,0.42,-,-,-,-,-,0,-
1116,Pyrka,SUPPORT,63,36.5%,2.8,0.8,2.7,6.7,1.4,253,10.6,169,2.03,1.19,0.22,0.33,-65,1,126,17.5%,12.7%,0,1
1117,Pyton,ADC,2,100%,6.3,3.5,1.5,6,7.8,407,18.9,318,0.94,0.37,0.12,0.11,-516,-16,329,50%,0%,0,2
1118,QQ,JUNGLE,46,37%,2.2,2.1,3.3,5.2,5,317,14.5,246,1.69,0.70,0.39,0.42,-50,3,33,37%,8.7%,0,9
1119,QaspieL,JUNGLE,28,46.4%,2.9,2.6,3.3,6.9,5.3,342,15.7,299,1.55,0.62,0.30,0.30,-98,1,5,28.6%,17.9%,0,7
1120,Qiuqiu,SUPPORT,13,61.5%,3.9,1.3,2.9,10.1,1.3,267,9.2,181,-,1.60,0.36,0.46,-,-,-,-,-,0,-
1121,Quinncidence,TOP,9,22.2%,1.6,1.4,4.2,5.1,6.9,340,20.2,381,0.88,0.41,0.16,0.26,-703,-17,-578,0%,22.2%,0,1
1122,Quixeth,SUPPORT,8,50%,3.1,0.5,3,8.9,1.2,250,7.6,141,2.50,1.58,0.31,0.50,-254,-6,34,50%,0%,0,-
1123,RD,SUPPORT,35,31.4%,2,0.9,3.7,6.5,1.3,247,9.8,158,-,1.35,0.24,0.43,-,-,-,0%,0%,0,-
1124,RD,JUNGLE,1,0%,0.3,1,7,1,3,230,7.4,128,-,1.00,0.28,0.52,-,-,-,-,-,0,-
1125,Raes,ADC,48,70.8%,6.4,4.7,1.6,5.5,10,477,28.4,543,1.26,0.42,0.37,0.18,804,16,438,20.8%,8.3%,0,10
1126,Rafa,SUPPORT,27,33.3%,2.7,0.9,2.6,6.2,1.2,235,9.4,159,2.06,1.11,0.29,0.34,-115,-2,-283,25.9%,7.4%,0,1
1127,Rafitta,ADC,1,0%,3.7,1,3,10,9.6,388,20.3,422,1.00,0.31,0.39,0.18,-434,-9,-228,0%,0%,0,-
1128,Ragner,TOP,47,48.9%,3,3.1,2.6,4.7,7.9,390,24.9,432,0.96,0.44,0.18,0.15,291,6,243,12.8%,12.8%,0,17
1129,Raid,ADC,42,40.5%,3.5,2.9,2,4.2,9.7,430,26.9,455,0.91,0.41,0.21,0.15,-217,-5,-319,23.8%,11.9%,0,5
1130,Raina,SUPPORT,42,40.5%,2.5,1,2.9,6.3,1.6,253,7.9,129,2.47,1.47,0.40,0.43,162,2,-31,40.5%,14.3%,0,2
1131,Rainbow,MID,41,48.8%,4.1,2.9,2.1,5.7,7.9,372,25.1,423,1.18,0.60,0.23,0.27,-45,-6,-22,29.3%,4.9%,0,3
1132,Raise,JUNGLE,45,46.7%,3.3,2.2,2.9,7.4,5.1,330,15.6,278,1.50,0.65,0.30,0.40,-90,1,84,31.1%,13.3%,1,6
1133,Raizins,SUPPORT,11,36.4%,2.2,0.3,2.7,5.8,1.8,247,7.6,125,2.37,1.17,0.33,0.29,179,5,228,27.3%,0%,0,-
1134,Raizo,TOP,44,45.5%,1.8,3.2,3.6,3.1,8.4,392,24.9,429,1.07,0.53,0.21,0.23,-44,-1,-122,11.4%,18.2%,0,28
1135,Raki,MID,14,14.3%,1,1.3,3.4,2.1,7.7,328,27.3,420,0.72,0.39,0.11,0.14,-497,-13,-342,0%,14.3%,0,-
1136,Ramune,MID,11,81.8%,5.9,3.8,1.6,5.9,8,399,23.0,452,1.02,0.44,0.19,0.23,118,-0,157,18.2%,9.1%,0,3
1137,Random,SUPPORT,1,100%,6.5,1,2,12,1.9,275,9.0,221,1.81,0.90,0.20,0.24,11,-10,-254,0%,0%,0,-
1138,Random,MID,33,72.7%,5,4.7,2,5.3,8.5,423,25.1,493,1.10,0.44,0.20,0.20,394,6,454,27.3%,0%,1,20
1139,Ranger,JUNGLE,46,56.5%,3.8,2.6,2.5,6.7,5.6,351,15.8,314,1.69,0.60,0.38,0.32,97,1,114,39.1%,15.2%,0,10
1140,RapMonsters,MID,34,52.9%,3.8,2.6,2,4.9,7.9,369,23.8,430,0.80,0.38,0.15,0.10,-130,-10,-118,11.8%,8.8%,0,10
1141,Rascal,TOP,109,58.7%,3.1,2.7,2.4,4.7,8.3,392,21.2,369,1.08,0.54,0.21,0.22,-275,-8,-133,27.5%,12.8%,0,28
1142,Rather,MID,81,48.1%,3.5,2.5,2.4,5.9,8.9,394,27.3,445,1.09,0.42,0.27,0.15,-11,-0,-120,13.6%,12.3%,1,9
1143,Raven,TOP,18,66.7%,4.1,2.9,2.4,6.8,8.4,402,24.9,474,0.94,0.49,0.09,0.18,333,10,170,38.9%,5.6%,0,5
1144,Raven (PL),TOP,33,42.4%,1.9,2.7,3.5,4.1,8,375,23.0,451,0.95,0.45,0.11,0.14,180,7,201,21.2%,18.2%,0,12
1145,Rawbin IV,JUNGLE,52,69.2%,4.5,4.2,2.8,8.4,5.3,371,19.1,414,1.31,0.38,0.29,0.23,309,2,219,42.3%,9.6%,0,23
1146,Raxhy,JUNGLE,3,0%,1.6,2,4,4.3,4,279,13.8,186,1.14,0.49,0.27,0.39,-1012,-19,-667,33.3%,33.3%,0,-
1147,Raxxo,SUPPORT,68,55.9%,3.5,0.8,2.9,9.3,1.2,254,9.7,191,2.31,1.22,0.29,0.30,-32,-1,-193,14.7%,11.8%,0,1
1148,Raxxo,ADC,2,50%,3.8,2.5,3,9,7.2,361,24.1,479,0.98,0.46,0.10,0.15,-262,-12,480,50%,0%,0,-
1149,Ray,TOP,38,52.6%,3.2,2.9,2.4,4.6,8.2,387,24.4,435,-,0.42,0.21,0.19,-,-,-,-,-,0,-
1150,RayFarky,TOP,21,52.4%,3,2.8,2.4,4.5,7.6,385,22.5,420,0.81,0.39,0.11,0.09,74,1,-206,14.3%,19%,0,5
1151,Rayito,ADC,40,37.5%,3.7,2.7,2,4.8,8.5,398,29.0,519,0.99,0.41,0.23,0.21,-320,-3,-238,17.5%,10%,0,2
1152,Razørk,JUNGLE,61,68.9%,3.8,2.5,2.4,6.7,5,335,15.2,274,1.87,0.75,0.40,0.34,-14,-1,-127,31.1%,4.9%,0,4
1153,Recap,MID,1,0%,0.7,0,3,2,7.7,321,9.9,173,1.14,0.45,0.27,0.30,-286,-20,-590,0%,0%,0,-
1154,RedBert,SUPPORT,65,55.4%,3.8,0.7,2.2,7.6,1.9,270,9.7,167,2.48,1.58,0.34,0.49,138,3,109,21.5%,7.7%,0,-
1155,Rein,JUNGLE,15,46.7%,2.6,1.1,2.9,6.3,4.8,313,11.1,189,1.21,0.47,0.26,0.22,-264,-6,-312,46.7%,6.7%,0,1
1156,Reiya,TOP,21,47.6%,1.5,1.7,3,2.7,8.2,366,26.7,453,1.01,0.48,0.19,0.17,-486,-10,-347,9.5%,19%,0,4
1157,Rekkles,ADC,76,65.8%,5.1,3.8,1.8,5.5,9.9,459,23.9,458,1.44,0.49,0.46,0.18,121,6,175,22.4%,3.9%,1,12
1158,Rekkles,SUPPORT,1,100%,6.4,5,5,27,0.5,349,7.8,225,2.27,0.91,0.32,0.00,197,-4,594,100%,0%,0,-
1159,Rektiv,MID,30,56.7%,4.3,3.3,2,5.4,8.7,397,23.8,469,0.97,0.48,0.21,0.26,-150,-3,-163,6.7%,20%,0,2
1160,Rektiv,TOP,1,100%,7,0,1,7,8.4,379,19.8,395,0.97,0.44,0.19,0.25,77,1,180,0%,0%,0,-
1161,Rektiv,ADC,2,0%,1.1,1.5,4,3,8.7,348,25.8,385,1.19,0.43,0.32,0.17,-451,-2,-153,0%,50%,0,-
1162,Relic,TOP,41,61%,4,2.4,1.9,5,7.5,369,20.1,363,1.07,0.53,0.19,0.20,-97,-5,-63,19.5%,19.5%,0,7
1163,Remus,MID,11,0%,1.3,2,3.6,2.5,7.5,348,27.0,438,0.54,0.38,0.06,0.16,-1046,-1,-806,9.1%,0%,0,5
1164,Renyu,ADC,52,61.5%,4.7,4.1,2,5.2,9.4,441,29.7,553,1.38,0.49,0.33,0.17,164,0,46,19.2%,9.6%,1,5
1165,Rest,TOP,78,65.4%,3.2,2.6,2.2,4.6,8.5,406,23.7,445,0.92,0.44,0.14,0.15,396,7,243,20.5%,10.3%,0,26
1166,Rev3nge,ADC,22,31.8%,2.1,4.6,4.5,5,8.4,415,25.5,476,0.86,0.29,0.19,0.07,33,7,87,22.7%,18.2%,0,3
1167,Reven,SUPPORT,2,50%,7.8,1,2,14.5,1.1,277,8.6,165,2.50,1.70,0.33,0.47,-42,7,-122,50%,0%,0,-
1168,Reven,ADC,1,0%,0.3,0,4,1,9,352,36.3,426,0.98,0.54,0.27,0.20,-1147,0,-286,0%,100%,0,-
1169,Revenge,TOP,7,14.3%,1.9,4.1,4.1,3.9,7.2,365,30.7,548,0.96,0.45,0.20,0.18,-530,-11,-432,28.6%,0%,0,7
1170,Rharesh,ADC,37,43.2%,2.9,4.3,3.6,6.1,8.2,411,27.6,573,1.09,0.37,0.26,0.12,-254,-1,30,29.7%,10.8%,0,4
1171,Rhuckz,SUPPORT,43,51.2%,3.8,0.9,2.8,9.6,1.2,248,9.7,170,2.43,1.52,0.29,0.46,170,1,-60,23.3%,4.7%,0,-
1172,Ribena,ADC,5,40%,3.5,4.2,2.6,5,9.1,421,26.5,495,1.22,0.44,0.35,0.16,-306,-15,-20,0%,0%,0,-
1173,Rich,MID,5,40%,1.4,1.6,3.6,3.4,7.7,351,20.0,314,1.21,0.47,0.34,0.15,-1231,-28,-604,40%,20%,0,2
1174,Richhh,SUPPORT,18,44.4%,3.3,2.3,3.4,9.1,1.3,287,11.8,266,2.01,1.09,0.23,0.29,334,-1,347,27.8%,16.7%,0,-
1175,Rika,MID,3,33.3%,2.3,3.3,3.3,4.3,8.7,397,27.4,429,1.08,0.36,0.31,0.19,355,2,345,33.3%,0%,0,2
1176,Rika,TOP,65,33.8%,1.9,2.8,3.6,4.3,8,383,23.3,412,0.97,0.50,0.15,0.19,-240,-5,-232,10.8%,18.5%,0,30
1177,Rikara,ADC,16,25%,4.4,3.6,1.9,4.6,8.8,407,24.0,437,0.86,0.33,0.21,0.11,-269,3,-32,6.3%,6.3%,0,2
1178,Riris,TOP,1,0%,1.5,1,4,5,8.1,370,19.4,352,0.96,0.37,0.34,0.06,898,8,547,100%,0%,0,-
1179,Riva,MID,2,0%,3.5,2.5,2,4.5,8.9,386,24.1,320,0.74,0.45,0.08,0.19,-584,-15,-536,0%,0%,0,-
1180,Riyev,SUPPORT,21,42.9%,2.3,0.7,3.3,7.1,1.6,262,7.2,129,2.27,1.33,0.29,0.39,-222,-5,-200,4.8%,19%,0,-
1181,Roach,MID,7,57.1%,4.2,1.7,1.4,4.3,8.9,385,18.7,279,1.15,0.49,0.25,0.25,-333,-7,220,14.3%,0%,0,-
1182,Roach,TOP,22,40.9%,3.7,2.4,1.6,3.5,8.9,397,20.2,327,1.30,0.56,0.30,0.22,-171,-3,31,22.7%,18.2%,0,3
